date,temperature_2m,relative_humidity_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2025-02-28 13:00:00+00:00,8.236,81.0,0.0,0.0,995.6775,100.0,16.954432,183.65215
2025-02-28 14:00:00+00:00,9.236,76.0,0.0,0.0,995.55383,99.0,16.23596,183.814
2025-02-28 15:00:00+00:00,9.736,74.0,0.0,0.0,995.68787,99.0,15.496736,182.66295
2025-02-28 16:00:00+00:00,9.236,76.0,0.0,0.0,996.0437,99.0,14.764389,181.39716
2025-02-28 17:00:00+00:00,8.286,81.0,0.0,0.0,996.56256,100.0,13.679999,180.0
2025-02-28 18:00:00+00:00,7.5360003,84.0,0.0,0.0,997.1937,100.0,12.245294,178.31535
2025-02-28 19:00:00+00:00,7.436,85.0,0.0,0.0,997.9698,100.0,10.105681,175.91446
2025-02-28 20:00:00+00:00,7.6359997,84.0,0.0,0.0,998.7682,100.0,7.9932976,172.23492
2025-02-28 21:00:00+00:00,7.686,84.0,0.0,0.0,999.45764,100.0,6.2145634,169.99208
2025-02-28 22:00:00+00:00,7.3859997,86.0,0.0,0.0,999.9255,97.0,5.4477882,172.40544
