date_id,temp_c,humidity_%,rain_mm,atmopressure_hpa,u10,v10,PM2.5
2021-01-01,2.5996668,85.773796,0.075,988.1066,1.3680635672096175,-3.283858639610626,24.2
2021-01-02,1.6184167,79.047424,0.008333334,989.22394,2.3092962769601013,-5.272886485696969,16.4
2021-01-03,1.0163333,78.57806,0.0,991.02985,2.7354770802405755,-1.6868464883095935,55.9
2021-01-04,0.6475833,84.700615,0.0,990.08795,1.777618938425206,-2.0502283515800186,41.7
2021-01-05,1.2205,80.03788,0.004166667,991.12714,1.9326208878370397,-1.3446992693956406,32.9
2021-01-06,1.133,77.27975,0.0,994.27783,1.2535190611894047,-1.6256988255189169,36.2
2021-01-07,-0.037833307,83.789345,0.0,995.7947,2.0418401218036446,0.6230831546429737,31.8
2021-01-08,-0.037833344,87.044334,0.0,996.5454,2.563526277340871,-1.976938701506576,22.8
2021-01-09,-0.46075,82.075066,0.0,996.56226,1.367676908072355,-3.1632015673963743,26.4
2021-01-10,-1.0336667,78.02479,0.0,998.16974,1.9630517187052767,-3.655053861120401,19.3
2021-01-11,-1.7669998,78.26818,0.0,1002.7534,1.3779244417895478,-2.4842460885561173,36.0
2021-01-12,0.70383334,85.85773,0.1875,1002.905,-1.4078334579773903,1.5723648987052925,43.6
2021-01-13,5.0038333,95.450165,0.4375,1002.5599,-0.1521135226320352,1.104382783510545,44.5
2021-01-14,7.1059165,83.53251,0.26666668,1000.3736,1.2963439875949627,1.5279296712473496,33.8
2021-01-15,4.1163335,83.41436,0.16666667,1001.3859,2.49624785510789,-3.4776146180860272,21.7
2021-01-16,0.0746667,77.66954,0.0,1006.6948,1.8365325337138925,1.4478938674801292,23.4
2021-01-17,2.6225834,91.29239,0.058333337,1003.8853,1.9826217291115973,0.2934692869062108,46.3
2021-01-18,2.0163333,87.05881,0.0,1008.09766,1.6435532955608174,0.8304597564611025,30.9
2021-01-19,2.0455,73.56968,0.0,1001.2789,-0.4034356172689599,3.881675054876273,31.1
2021-01-20,9.030916,71.294044,0.016666668,988.75757,-0.3721639148782369,10.998033197258152,11.0
2021-01-21,10.37675,77.27979,0.058333334,984.7236,0.3259633399673792,9.147780797674564,9.2
2021-01-22,8.637166,84.416176,0.38333333,977.6302,3.777543054343192,3.5355385932018355,18.9
2021-01-23,4.680917,85.08394,0.17083335,980.81006,1.5301008116826285,3.692868937575161,10.1
2021-01-24,3.358,78.76291,0.0625,984.1238,0.4694757724947325,2.9011718850583783,13.7
2021-01-25,3.1475832,75.452324,0.09166667,989.50586,2.657615346623273,0.1759847163794008,16.8
2021-01-26,1.3038334,77.85063,0.0,1002.6572,2.0158284096937997,0.2550111542672615,47.8
2021-01-27,3.1809168,79.159096,0.05416667,999.0635,-0.5574229168546887,1.4922727238055546,40.7
2021-01-28,8.51425,89.788536,0.27083334,995.0552,-0.2730705678468033,2.930741842960966,38.5
2021-01-29,9.972583,78.300545,0.30416667,991.0373,2.2790660210971985,2.4750935012412305,18.9
2021-01-30,6.8955,92.49072,0.35833335,982.93945,-0.5340712427571637,2.4541531961187872,34.4
2021-01-31,7.7829995,85.931435,0.074999996,978.71606,-1.176059967531336,1.7007836875675997,41.4
2021-02-01,9.380917,92.87231,0.5708333,979.2646,0.4179463661121907,2.632237934630742,22.6
2021-02-02,10.062166,89.82059,0.104166664,989.75104,-0.2576500418494074,3.8721172428786255,19.8
2021-02-03,11.497582,85.70266,0.06666667,989.32153,0.6056925541241923,5.394405667290497,16.3
2021-02-04,8.110084,92.296776,0.0,993.40497,0.1469598885758625,1.631240370719618,39.7
2021-02-05,10.330916,85.07656,0.020833334,990.91974,-1.0831240554865476,2.733726835126307,39.0
2021-02-06,10.489249,81.80865,0.029166667,982.2099,-2.148853749759937,2.0688158810462816,32.6
2021-02-07,7.518417,81.03802,0.22916667,979.8245,2.1182646836420624,0.6582340406923487,12.3
2021-02-08,4.853833,86.36551,0.029166667,977.32074,-0.351708760053544,2.106392030560244,19.9
2021-02-09,4.5434165,87.364525,0.15416667,980.3799,0.0590832406241546,1.5866271281681348,21.7
2021-02-10,5.5913334,83.18222,0.2375,984.9392,1.8396777270816715,2.0251681405805297,29.4
2021-02-11,-0.6295,72.59825,0.0,1000.4069,3.0005759501158744,-0.6410184070254623,35.6
2021-02-12,-0.2795,78.58674,0.008333334,1000.23096,2.075354862767647,0.4551166872175804,51.1
2021-02-13,-2.2795,69.590324,0.0,1007.59076,2.675432351045915,-0.4907537737139573,33.2
2021-02-14,-0.021166602,76.18809,0.0,1013.04535,0.7726070421201716,3.8460098675732897,33.6
2021-02-15,5.00175,60.73314,0.0,1012.19775,-0.2511069176327928,7.378241349019137,11.1
2021-02-16,8.012166,84.579735,0.033333335,1003.68823,-0.1176666368973643,7.390891539590589,11.1
2021-02-17,8.207999,84.72185,0.004166667,1001.95435,-0.5432784272014854,1.1523341809023462,28.9
2021-02-18,9.6705,79.37359,0.0,997.1875,0.0863979780133398,6.9753485859853175,22.3
2021-02-19,10.597583,77.47796,0.0,998.91626,0.1656086099408883,5.282996937802086,19.2
2021-02-20,11.5955,65.88267,0.0,997.9306,0.3074036018345597,6.539945735628244,17.0
2021-02-21,11.433,66.13914,0.0,996.6726,-1.2347881734402313,4.704200309240734,17.9
2021-02-22,12.103833,68.68159,0.05,1001.1755,-1.2068433200259865,3.511586015583778,32.3
2021-02-23,12.535084,79.86855,0.0,1012.9881,-0.5738753930414928,3.365957302198729,31.6
2021-02-24,12.122582,76.035065,0.0,1012.33673,-1.081352317178382,3.1367274888468533,36.4
2021-02-25,10.349667,69.866646,0.0,1009.16473,-1.1854005725575445,2.783027116318999,33.9
2021-02-26,9.937167,73.089645,0.06666667,1010.41437,2.9214426675204748,0.063252811198749,38.3
2021-02-27,7.8809166,73.01237,0.020833334,1008.7444,2.034494430692013,-5.795876867486915,20.1
2021-02-28,6.3184166,75.62843,0.0,1008.4421,1.058631792055405,1.0827843879865662,32.5
2021-03-01,8.443417,72.79414,0.0,1007.74066,-0.3572519459402524,1.7311517449228704,37.3
2021-03-02,9.30175,65.62925,0.0,1009.75104,-0.6377242164079201,3.256867716425856,34.5
2021-03-03,9.503833,67.92904,0.0,1009.2483,-0.412841822103921,3.011395258980099,45.9
2021-03-04,9.141334,78.41262,0.0,1001.9721,1.376444820480318,0.8417202386786371,38.6
2021-03-05,7.735083,81.07967,0.0,1000.5825,1.719654546342942,-4.299279873455495,37.8
2021-03-06,5.7871666,77.56372,0.0,1004.57935,1.060919532861201,1.1705763477058568,43.4
2021-03-07,7.9892497,88.15729,0.29999998,1001.2827,-0.0642257083646829,1.0031793612532172,44.1
2021-03-08,7.833,72.18079,0.0,997.31976,1.9902012295389493,-2.501949667142641,23.7
2021-03-09,5.72675,62.463238,0.0,998.229,1.8480435121625427,-2.2934980903505355,23.0
2021-03-10,6.7829995,67.07177,0.0,1000.0568,1.090889667096742,1.800223323028638,30.6
2021-03-11,11.25175,65.61709,0.0375,996.4275,1.277588710781541,4.795952537240763,24.1
2021-03-12,7.678833,69.703766,0.008333334,998.08734,0.1661090386630132,1.6582295418260753,16.2
2021-03-13,8.949666,70.54275,0.1,994.9431,1.4135835610812912,4.453466810853875,12.0
2021-03-14,6.41425,67.543434,0.083333336,999.4402,2.763265345024128,-2.4838021866756788,10.5
2021-03-15,6.7475834,82.23269,0.23333333,1000.6777,3.1331119554394027,-0.0517923651404416,12.8
2021-03-16,6.3371663,74.3777,0.125,1006.09546,-1.2575442909180687,3.008297307683168,16.3
2021-03-17,6.38925,83.53106,0.17916667,1003.1206,4.834483920822024,-1.119972183310688,14.3
2021-03-18,4.493417,67.838005,0.004166667,1001.4236,1.3119476275814097,-5.231111389241341,15.5
2021-03-19,4.5975833,67.195946,0.020833334,996.1743,3.3903952862401803,3.1258539936481875,18.8
2021-03-20,3.5850832,58.513905,0.0,1002.0435,6.451097145646612,1.180697491550273,13.6
2021-03-21,5.6663337,60.37541,0.0,1001.3184,3.2312431214854582,-5.4731565560523725,20.1
2021-03-22,6.2204995,68.34322,0.0,1001.1321,1.2781938497463905,-6.3676141855392965,18.6
2021-03-23,6.51425,67.281204,0.0,1004.0818,2.86879221342238,-1.2841940420515714,25.8
2021-03-24,9.605917,65.69005,0.0,1003.4323,-0.174423367107994,1.2168949029388616,37.4
2021-03-25,9.916333,67.84414,0.0,1002.4641,1.8270760706815807,0.4456184782195108,38.0
2021-03-26,10.878834,76.10587,0.112500004,1000.42303,1.273320447619653,3.985332163996955,17.8
2021-03-27,9.162167,64.48394,0.0625,1007.9397,1.7458462738775022,2.2384651153444555,16.7
